Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJ mm^{-1},Interpass temperature,Type of weld,Post weld heat treatment temperature,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Primary ferrite in microstructure / %,Ferrite with second phase / %,Acicular ferrite / %,Martensite / %,Ferrite with carbide aggregate / %,Weld ID
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,,0.105,,,480,,86,,,,60,150,5,,,DC,+,2.4,100,SA,550,1.83,,,,,-40,96,,,,,,,,Blond&-1984-A530d
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,,0.105,,,480,,86,,,,60,150,5,,,DC,+,2.4,100,SA,550,1.83,,,,,-79,40,,,,,,,,Blond&-1984-A530e
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,,0.105,,,480,,86,,,,60,150,5,,,DC,+,2.4,100,SA,550,1.83,,,,,,,,-51,,,,,,Blond&-1984-A530f
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,,0.035,,,660,,66,,,,40,70,4,,,DC,+,2.4,175,SA,690,2.33,496,638,23.3,73,,,,,,,,,,Blond&-1984-10CD9.10a
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,,0.035,,,660,,66,,,,40,70,4,,,DC,+,2.4,175,SA,690,2.33,524,664,23.6,66.5,,,,,,,,,,Blond&-1984-10CD9.10b
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,,0.035,,,660,,66,,,,40,70,4,,,DC,+,2.4,175,SA,690,2.33,530,653,21.5,69,,,,,,,,,,Blond&-1984-10CD9.10c
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,,0.035,,,660,,66,,,,40,70,4,,,DC,+,2.4,175,SA,690,2.33,,,,,0,118,,,,,,,,Blond&-1984-10CD9.10d
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,,0.035,,,660,,66,,,,40,70,4,,,DC,+,2.4,175,SA,690,2.33,,,,,-50,40,,,,,,,,Blond&-1984-10CD9.10e
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,,0.035,,,660,,66,,,,40,70,4,,,DC,+,2.4,175,SA,690,2.33,,,,,,,,-34,,,,,,Blond&-1984-10CD9.10f
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,,0.128,,,350,,97,,,,140,160,15,,,DC,+,2.4,125,SA,605,1.92,598,678,24.5,74,,,,,,,,,,Blond&-1984-14MNDV5a
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,,0.128,,,350,,97,,,,140,160,15,,,DC,+,2.4,125,SA,605,1.92,663,730,22.5,66.5,,,,,,,,,,Blond&-1984-14MNDV5b
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,,0.128,,,350,,97,,,,140,160,15,,,DC,+,2.4,125,SA,605,1.92,630,708,24.8,63,,,,,,,,,,Blond&-1984-14MNDV5c
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,,0.128,,,350,,97,,,,140,160,15,,,DC,+,2.4,125,SA,605,1.92,,,,,-10,80,,,,,,,,Blond&-1984-14MNDV5d
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,,0.128,,,350,,97,,,,140,160,15,,,DC,+,2.4,125,SA,605,1.92,,,,,-43,40,,,,,,,,Blond&-1984-14MNDV5e
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,,0.128,,,350,,97,,,,140,160,15,,,DC,+,2.4,125,SA,605,1.92,,,,,,,,-35,,,,,,Blond&-1984-14MNDV5f
0.11,0.18,0.7,,,0.13,2.28,0.27,,,,,,,62,,,200,,,,535,63,AC,0,1.8,225,TSA,690,24,606,707,22,63,,,,,,,,,,Natsume-1990-hl
0.1,0.17,0.67,,,0.14,2.31,0.29,,,,,,,240,,,240,,,,535,63,AC,0,1.8,225,TSA,690,24,596,703,20,62,,,,,,,,,,Natsume-1990-hh
0.11,0.17,0.65,,,0.02,2.28,0.27,,,,,,,68,,,68,,,,535,63,AC,0,1.8,225,TSA,690,24,597,700,22,58,,,,,,,,,,Natsume-1990-ll
0.1,0.16,0.61,,,0.02,2.27,0.27,,,,,,,260,,,260,,,,535,63,AC,0,1.8,225,TSA,690,24,608,702,21,60,,,,,,,,,,Natsume-1990-lh
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,440,540,24,67,,,,,,,,,,Mart-A
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-80,9,,,,,,,,Mart-Aa
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-70,9,,,,,,,,Mart-Ab
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-60,9,,,,,,,,Mart-Ac
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-40,19,,,,,,,,Mart-Ad
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-30,28,,,,,,,,Mart-Ae
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-20,43,,,,,,,,Mart-Af
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,0,117,,,,,,,,Mart-Ag
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,20,179,,,,,,,,Mart-Ah
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,40,204,,,,,,,,Mart-Ai
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,60,210,,,,,,,,Mart-Aj
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,,,,891,,97,,,,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,70,210,,,,,,,,Mart-Ak
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,,,,768,,266,,,,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,506,598,22,70,,,,,,,,,,Mart-B
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,,,,768,,266,,,,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-70,6,,,,,,,,Mart-Ba
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,,,,768,,266,,,,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-60,6,,,,,,,,Mart-Bs
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,,,,768,,266,,,,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-40,15,,,,,,,,Mart-Bc
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,,,,768,,266,,,,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-20,68,,,,,,,,Mart-Bd
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,,,,768,,266,,,,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,0,120,,,,,,,,Mart-Be
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,,,,768,,266,,,,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,20,151,,,,,,,,Mart-Bf
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,,,,768,,266,,,,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,40,160,,,,,,,,Mart-Bg
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,,,,768,,266,,,,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,60,164,,,,,,,,Mart-Bh
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,,,,922,,123,,,,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,505,600,19,69,,,,,,,,,,Mart-C
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,,,,922,,123,,,,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,-70,3,,,,,,,,Mart-Ca
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,,,,922,,123,,,,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,-60,3,,,,,,,,Mart-Cb
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,,,,922,,123,,,,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,-20,9,,,,,,,,Mart-Cc
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,,,,922,,123,,,,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,0,12,,,,,,,,Mart-Cd
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,,,,922,,123,,,,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,10,43,,,,,,,,Mart-Ce
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,,,,922,,123,,,,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,20,65,,,,,,,,Mart-Cf
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,,,,922,,123,,,,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,30,65,,,,,,,,Mart-Cg
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,520,620,20,54,,,,,,,,,,Mart-D
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-80,6,,,,,,,,Mart-Da
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-70,6,,,,,,,,Mart-Db
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-60,12,,,,,,,,Mart-Dc
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-40,49,,,,,,,,Mart-Dd
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-20,96,,,,,,,,Mart-De
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,0,123,,,,,,,,Mart-Df
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,20,139,,,,,,,,Mart-Dg
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,40,135,,,,,,,,Mart-Dh
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,,,,735,,236,,,,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,60,148,,,,,,,,Mart-Di
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,537,620,11,24,,,,,,,,,,Mart-E
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,-70,9,,,,,,,,Mart-Ea
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,-60,9,,,,,,,,Mart-Eb
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,-40,12,,,,,,,,Mart-Ec
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,-20,22,,,,,,,,Mart-Ed
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,0,46,,,,,,,,Mart-Ee
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,20,96,,,,,,,,Mart-Ef
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,40,154,,,,,,,,Mart-Eg
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,60,164,,,,,,,,Mart-Eh
0.047,0.42,1,0.015,0.016,0.17,2.29,1.04,0.018,,,,695,,165,,,,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,70,167,,,,,,,,Mart-Ei
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,595,675,24,69,,,,,,,,,,Mart-F
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,-70,3,,,,,,,,Mart-Fa
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,-60,3,,,,,,,,Mart-Fb
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,-40,6,,,,,,,,Mart-Fc
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,-20,12,,,,,,,,Mart-Fd
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,0,31,,,,,,,,Mart-Fe
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,20,52,,,,,,,,Mart-Ff
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,40,80,,,,,,,,Mart-Fg
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,50,93,,,,,,,,Mart-Fh
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,60,99,,,,,,,,Mart-Fi
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,,,,556,,113,,,,0.008,0.032,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,70,105,,,,,,,,Mart-Fj
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,643,708,16,32,,,,,,,,,,Mart-G
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,-70,6,,,,,,,,Mart-Ga
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,-60,9,,,,,,,,Mart-Gb
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,-40,19,,,,,,,,Mart-Gc
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,-20,37,,,,,,,,Mart-Gd
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,0,56,,,,,,,,Mart-Ge
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,20,62,,,,,,,,Mart-Gf
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,40,68,,,,,,,,Mart-Gg
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,60,68,,,,,,,,Mart-Gh
0.062,0.24,1.24,0.14,0.25,0.22,2.17,0.98,0.18,,,,408,,269,,,,0.008,0.31,0.008,290,29,DC,+,2,150,FCA,690,10,,,,,70,71,,,,,,,,Mart-Gi
0.055,0.37,0.82,0.021,0.008,0.086,2.5,0.99,<0.01,0.51,,,694,50,160,130,,,50,50,9,,,DC,+,3.6,177,TSA,0,0,740,901,15,41.8,,,,,,,,,,Sw&Rog-1973a
0.055,0.37,0.82,0.021,0.008,0.086,2.5,0.99,<0.01,0.51,,,694,50,160,130,,,50,50,9,,,DC,+,3.6,177,TSA,482,4.5,776,909,16.8,43,,,,,,,,,,Sw&Rog-1973b
0.055,0.37,0.82,0.021,0.008,0.086,2.5,0.99,<0.01,0.51,,,694,50,160,130,,,50,50,9,,,DC,+,3.6,177,TSA,593,4.5,719,811,16,44.6,,,,,,,,,,Sw&Rog-1973c
0.055,0.37,0.82,0.021,0.008,0.086,2.5,0.99,<0.01,0.51,,,694,50,160,130,,,50,50,9,,,DC,+,3.6,177,TSA,704,4.5,457,569,25.8,67,,,,,,,,,,Sw&Rog-1973d
0.13,0.17,0.73,0.003,0.008,0.06,2.3,1,0.021,0.08,,,,<10,,140,,10,<10,50,20,450,26,DC,+,2.8,225,NGSAW,690,14,437,585,23,,,,,,,,,,,Kik-ngsaw
0.11,0.27,0.65,0.005,0.007,0.02,2.47,1.12,0.012,0.17,,,,<10,,60,,30,<10,30,<10,277.5,27,DC,+,1.85,175,NGGMA,690,14,431,570,28,,,,,,,,,,,Kik-nggma
0.069,0.53,0.58,0.018,0.014,,2.6,1.1,,,,,430,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,593,698,17,67,,,231,,,,,,,Wolst-1974-A
0.05,0.45,0.73,0.015,0.018,,2.8,1.1,,,,,460,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,591,705,17,70,,,230,,,,,,,Wolst-1974-B
0.051,0.43,0.76,0.024,0.019,,2.8,1.1,,,,,410,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,614,713,18,67,,,241,,,,,,,Wolst-1974-C
0.067,0.13,0.94,0.017,0.026,,2.9,1.4,,,,,550,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,546,658,18,65,,,222,,,,,,,Wolst-1974-E
0.058,0.2,0.55,0.027,0.027,,1.8,1.2,,,,,730,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,464,578,23,71,,,205,,,,,,,Wolst-1974-F
0.125,0.39,0.88,0.025,0.028,,2.5,1.4,,,,,470,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,646,737,18,63,,,253,,,,,,,Wolst-1974-G
0.053,0.3,0.84,0.019,0.012,,2.1,1.3,,,,,690,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,536,652,20,73,,,220,,,,,,,Wolst-1974-K
0.075,0.35,0.8,0.02,0.017,,2.3,1.5,,,,,550,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,546,648,18,17,,,220,,,,,,,Wolst-1974-N
0.065,0.39,0.77,0.029,0.016,,2.4,1.4,,,,,560,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,581,693,20,69,,,230,,,,,,,Wolst-1974-Y
0.061,0.32,0.27,0.022,0.016,,2.2,1.2,,,,,690,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,537,648,22,65,,,220,,,,,,,Wolst-1974-AM1
0.043,0.34,0.45,0.019,0.017,,2.2,1.4,,,,,580,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,527,635,20,67,,,219,,,,,,,Wolst-1974-AM2
0.066,0.41,0.67,0.018,0.029,,2.5,1.2,,,,,620,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,561,666,20,68,,,226,,,,,,,Wolst-1974-AM3
0.1,0.44,0.8,0.021,0.02,,2.5,1.2,,,,,520,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,576,678,17,70,,,230,,,,,,,Wolst-1974-AM4
0.044,0.04,0.45,0.014,0.017,,2.3,,,,,,1650,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,392,524,22,67,,,182,,,,,,,Wolst-1974-AS0
0.05,0.07,0.48,0.007,0.018,,2.2,,,,,,1440,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,473,578,21,71,,,199,,,,,,,Wolst-1974-AS1
0.05,0.18,0.63,0.015,0.018,,2,,,,,,750,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,543,649,20,71,,,217,,,,,,,Wolst-1974-AS2
0.049,0.39,0.78,0.022,0.018,,2.2,1.1,,,,,680,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,546,661,20,69,,,226,,,,,,,Wolst-1974-AT0.25
0.075,0.41,0.77,0.021,0.018,,2.2,1.1,,,,,1150,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,562,669,20,70,,,226,,,,,,,Wolst-1974-AT0.5
0.045,0.45,0.8,0.012,0.02,,2.4,1,,,,,1180,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,603,705,19,66,,,239,,,,,,,Wolst-1974-AT0.75
0.036,0.55,0.84,0.013,0.02,,2.5,1,,,,,1070,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,619,727,20,66,,,240,,,,,,,Wolst-1974-AT1.5
0.058,0.61,0.93,0.014,0.017,,2.5,1.1,,,,,1020,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,638,736,17,66,,,241,,,,,,,Wolst-1974-AT2.0
0.09,0.2,1.25,0.011,0.022,,2.4,0.9,,,,,690,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,594,680,20,66,,,231,,,,,,,Wolst-1974-S20
0.12,0.27,1.27,0.014,0.021,,2.4,0.9,,,,,680,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,,,,,,,244,,,,,,,Wolst-1974-S25
0.09,0.39,1.18,0.013,0.022,,2.4,1,,,,,570,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,,,,,,,247,,,,,,,Wolst-1974-S30
0.11,0.48,1.13,0.015,0.018,,2.4,0.9,,,,,520,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,,,,,,,253,,,,,,,Wolst-1974-S35
0.09,0.59,1.1,0.013,0.02,,2.4,0.8,,,,,540,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,648,743,18,58,,,247,,,,,,,Wolst-1974-S40
0.05,0.33,0.83,0.02,0.018,,2.3,1.1,,,,,,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,,,,,,,222,,,,,,,Wolst-1974-M80
0.09,0.3,1.25,0.02,0.016,,2,1.1,,,,,,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,,,,,,,240,,,,,,,Wolst-1974-M110
0.06,0.26,0.94,0.011,0.018,,2.3,1.2,,,,,,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,,,,,,,227,,,,,,,Wolst-1974-AA
0.05,0.34,0.96,0.017,0.018,,2.4,1.1,,,,,,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,,,,,,,233,,,,,,,Wolst-1974-BB
0.05,0.27,0.94,0.011,0.015,,2.3,1.3,,,,,,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,,,,,,,212,,,,,,,Wolst-1974-FF
0.05,0.3,1,0.006,0.015,,2.2,1.1,,,,,,,,,,,,,,150,37.5,DC,+,1,300,MMA,690,3,,,,,,,209,,,,,,,Wolst-1974-KK
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,,,,,,,,,0.002,0.003,0.001,525,30,DC,+,1.75,210,SA,700,20,507,613,,,,,,,,,,,,Ditt-oat
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,,,,,,,,,0.002,0.003,0.001,525,30,DC,+,1.75,210,SA,700,20,,,,,20,231,,,,,,,,Ditt-oatch1
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,,,,,,,,,0.002,0.003,0.001,525,30,DC,+,1.75,210,SA,700,20,,,,,-10,197,,,,,,,,Ditt-oatch2
0.08,0.25,0.8,0.01,0.01,0.03,2.3,1.05,<0.01,0.02,,,,,,,,,0.002,0.003,0.001,525,30,DC,+,1.75,210,SA,700,20,,,,,-30,170,,,,,,,,Ditt-oatch3
